time,iteration,cost, 
0.0144816,0,1.21018, 
0.0162827,1,1.21016, 
0.017668,2,1.21013, 
0.0194237,3,1.21013, 
0.0214867,4,1.21013, 
0.0230664,5,1.21013, 
0.0243082,6,1.21013, 
0.0257412,7,1.21013, 
0.0274152,8,1.21013, 
0.0292314,9,1.21013, 
0.0316842,10,1.20988, 
0.0339181,11,1.20988, 
0.0355642,12,1.20988, 
0.0388096,13,1.20988, 
0.041374,14,1.20988, 
0.0441945,15,1.20988, 
0.0464547,16,1.20988, 
0.0483987,17,1.20988, 
0.0509952,18,1.20988, 
0.0542599,19,1.20988, 
0.0573662,20,1.20987, 
0.0596042,21,1.20987, 
0.0622782,22,1.20986, 
0.0648293,23,1.20986, 
0.0685876,24,1.20986, 
0.0717872,25,1.20986, 
0.0752533,26,1.20986, 
0.0774585,27,1.20986, 
0.0818942,28,1.20985, 
0.0856993,29,1.20984, 
0.0887599,30,1.20984, 
0.0931704,31,1.20984, 
0.0965438,32,1.20984, 
0.0992421,33,1.20984, 
0.102115,34,1.20984, 
0.105665,35,1.20984, 
0.109238,36,1.20984, 
0.113703,37,1.20984, 
0.117657,38,1.20984, 
0.121291,39,1.20984, 
0.125904,40,1.20984, 
0.130281,41,1.20984, 
0.134575,42,1.20984, 
0.140628,43,1.20984, 
0.144037,44,1.20984, 
0.14846,45,1.20983, 
0.1525,46,1.20983, 
0.156772,47,1.20983, 
0.161274,48,1.20983, 
0.16723,49,1.20983, 
0.172843,50,1.20983, 
0.178853,51,1.20983, 
0.184838,52,1.20983, 
0.189006,53,1.20983, 
0.197065,54,1.20983, 
0.204153,55,1.20983, 
0.209308,56,1.20983, 
0.214571,57,1.20983, 
0.21956,58,1.20983, 
0.22566,59,1.20983, 
0.230861,60,1.20983, 
0.236059,61,1.20983, 
0.241064,62,1.20983, 
0.247777,63,1.20983, 
0.254419,64,1.20983, 
0.260137,65,1.20983, 
0.26624,66,1.20983, 
0.271583,67,1.20983, 
0.276592,68,1.20983, 
0.282491,69,1.20983, 
0.287719,70,1.20983, 
0.293522,71,1.20983, 
0.303944,72,1.20983, 
0.309939,73,1.20983, 
0.316821,74,1.20983, 
0.326278,75,1.20983, 
0.333262,76,1.20983, 
0.339725,77,1.20983, 
0.345998,78,1.20983, 
0.354211,79,1.20983, 
0.361761,80,1.20983, 
0.370553,81,1.20983, 
0.377671,82,1.20983, 
0.385009,83,1.20983, 
0.391855,84,1.20983, 
0.40295,85,1.20983, 
0.410379,86,1.20983, 
0.417221,87,1.20983, 
0.427508,88,1.20983, 
0.434523,89,1.20983, 
0.441707,90,1.20983, 
0.448451,91,1.20982, 
0.455953,92,1.20982, 
0.463412,93,1.20982, 
0.470634,94,1.20982, 
0.477818,95,1.20982, 
0.484983,96,1.20982, 
0.491872,97,1.20982, 
0.498839,98,1.20982, 
0.505926,99,1.20982, 
0.513519,100,1.20982, 
0.523009,101,1.20982, 
0.532236,102,1.20982, 
0.540237,103,1.20982, 
0.547297,104,1.20982, 
0.554277,105,1.20982, 
0.565732,106,1.20982, 
0.575313,107,1.20982, 
0.586441,108,1.20982, 
0.594472,109,1.20982, 
0.601771,110,1.20982, 
0.611578,111,1.20982, 
0.62321,112,1.20982, 
0.634832,113,1.20982, 
0.644566,114,1.20982, 
0.665864,115,1.20982, 
0.676714,116,1.20982, 
0.685303,117,1.20982, 
0.699736,118,1.20982, 
0.710834,119,1.20982, 
0.719757,120,1.20982, 
0.730021,121,1.20982, 
0.741222,122,1.20982, 
0.753281,123,1.20982, 
0.765502,124,1.20982, 
0.777968,125,1.20982, 
0.78766,126,1.20982, 
0.797369,127,1.20982, 
0.811559,128,1.20982, 
0.821167,129,1.20982, 
0.837546,130,1.20982, 
0.850489,131,1.20982, 
0.860365,132,1.20982, 
0.871887,133,1.20982, 
0.882432,134,1.20982, 
0.897691,135,1.20982, 
0.916505,136,1.20982, 
0.926981,137,1.20982, 
0.9395,138,1.20982, 
0.950304,139,1.20982, 
0.96551,140,1.20982, 
0.975823,141,1.20982, 
0.990506,142,1.20982, 
time,iteration,cost, 
0.00592484,0,0.817986, 
0.00681987,1,0.817986, 
0.00812991,2,0.817986, 
0.00942513,3,0.817986, 
0.010999,4,0.817986, 
0.0118825,5,0.817986, 
0.0131577,6,0.817942, 
0.0143487,7,0.817942, 
0.0156569,8,0.817941, 
0.0170482,9,0.817941, 
0.0182917,10,0.817941, 
0.0197969,11,0.817941, 
0.0211228,12,0.817941, 
0.0229957,13,0.81787, 
0.0249588,14,0.81787, 
0.0267544,15,0.817868, 
0.0282849,16,0.817868, 
0.0296209,17,0.817867, 
0.0323743,18,0.81785, 
0.0339098,19,0.81785, 
0.0359034,20,0.81785, 
0.0379078,21,0.817845, 
0.0401354,22,0.817843, 
0.0419095,23,0.817843, 
0.0438072,24,0.817841, 
0.0458892,25,0.817837, 
0.0482,26,0.817837, 
0.0510063,27,0.817837, 
0.0526769,28,0.817837, 
0.0552618,29,0.817832, 
0.0573956,30,0.817832, 
0.0598629,31,0.817831, 
0.0623007,32,0.817831, 
0.0648132,33,0.817831, 
0.0671626,34,0.817825, 
0.0696287,35,0.817823, 
0.0719313,36,0.817821, 
0.0748995,37,0.81777, 
0.0774359,38,0.81777, 
0.0816481,39,0.81777, 
0.0846296,40,0.817769, 
0.0873013,41,0.817769, 
0.0904642,42,0.817769, 
0.0928768,43,0.817769, 
0.0963394,44,0.817768, 
0.0988733,45,0.817768, 
0.102116,46,0.817768, 
0.104575,47,0.817768, 
0.107865,48,0.817767, 
0.111239,49,0.817767, 
0.115118,50,0.817766, 
0.118492,51,0.817765, 
0.123069,52,0.817765, 
0.1265,53,0.817765, 
0.130526,54,0.817765, 
0.13431,55,0.817765, 
0.140305,56,0.817738, 
0.144057,57,0.817738, 
0.150027,58,0.817725, 
0.153836,59,0.817723, 
0.157942,60,0.817723, 
0.161613,61,0.817723, 
0.165519,62,0.817723, 
0.168923,63,0.817723, 
0.173678,64,0.817723, 
0.177293,65,0.817723, 
0.181942,66,0.817723, 
0.186726,67,0.817723, 
0.190855,68,0.817723, 
0.19563,69,0.817723, 
0.19974,70,0.817722, 
0.204133,71,0.817722, 
0.208117,72,0.817722, 
0.213037,73,0.817676, 
0.218071,74,0.817676, 
0.222748,75,0.817676, 
0.227096,76,0.817676, 
0.231333,77,0.817675, 
0.237304,78,0.817675, 
0.244508,79,0.817675, 
0.25063,80,0.817675, 
0.256756,81,0.817675, 
0.260887,82,0.817675, 
0.267265,83,0.817675, 
0.272318,84,0.817675, 
0.276521,85,0.817675, 
0.282291,86,0.817675, 
0.288156,87,0.817674, 
0.293466,88,0.817674, 
0.300122,89,0.817674, 
0.304736,90,0.817674, 
0.311711,91,0.817671, 
0.317768,92,0.817671, 
0.323075,93,0.817671, 
0.328076,94,0.817671, 
0.334245,95,0.817671, 
0.339869,96,0.817671, 
0.344614,97,0.817671, 
